스타일대분류,스타일소분류,맥주명,양조장명,제조국가명,도수,평균점수,리뷰수,평가수,현재상태,Full Name,Astringent,Body,Alcoholic,Bitter,Sweet,Sour,Salty,Fruity,Hoppy,Spices,Malty
Pale Ales,Saison,Fantôme Saison D'Erezée - Printemps,Brasserie Fantôme,Belgium,8,4.01,346,267,Active,Fantôme Saison D'Erezée - Printemps Brasserie Fantôme,37,19,7,43,20,91,2,67,72,1,17
Pale Ales,Saison,XV (√225 Saison),BFM (Brasserie des Franches-Montagnes),Switzerland,5,4.24,101,511,Active,XV (√225 Saison) BFM (Brasserie des Franches-Montagnes),21,25,14,12,29,53,0,48,44,24,28
Pale Ales,Saison,Farmhouse Pale Ale,Oxbow Brewing Company,United States,6,4.06,99,496,Active,Farmhouse Pale Ale Oxbow Brewing Company,38,31,12,19,42,131,2,96,38,30,33
Pale Ales,Saison,Cellarman Barrel Aged Saison,Sante Adairius Rustic Ales,United States,6.5,4.49,68,510,Active,Cellarman Barrel Aged Saison Sante Adairius Rustic Ales,23,17,10,29,10,55,2,43,45,25,26
Pale Ales,Saison,Saison Du Blé,Side Project Brewing,United States,6,4.4,70,507,Active,Saison Du Blé Side Project Brewing,34,39,12,8,59,143,3,104,23,10,21
Pale Ales,Saison,Prairie Eliza5beth,Prairie Artisan Ales,United States,7.5,4.06,100,476,Active,Prairie Eliza5beth Prairie Artisan Ales,30,34,13,9,28,101,0,71,12,6,25
Pale Ales,Saison,Farm Hand French Style Farmhouse Ale,Brewery Vivant,United States,5.5,3.62,138,428,Active,Farm Hand French Style Farmhouse Ale Brewery Vivant,36,46,12,18,80,108,3,95,14,8,24
Pale Ales,Saison,Worker's Comp Saison,Two Roads Brewing Company,United States,4.8,3.74,111,454,Active,Worker's Comp Saison Two Roads Brewing Company,13,20,11,7,30,44,0,53,12,15,16
Pale Ales,Saison,Biere De Miel,Jester King Brewery,United States,5.8,4.12,57,496,Active,Biere De Miel Jester King Brewery,26,33,18,13,30,67,2,66,33,46,42
Pale Ales,Saison,Weizen Bam Bière,Jolly Pumpkin Artisan Ales,United States,4.5,4.03,201,340,Active,Weizen Bam Bière Jolly Pumpkin Artisan Ales,22,13,18,15,61,89,2,48,35,17,56
Pale Ales,Saison,Fantôme Pissenlit,Brasserie Fantôme,Belgium,8,4.06,259,281,Active,Fantôme Pissenlit Brasserie Fantôme,35,25,30,9,47,141,0,76,20,21,42
Pale Ales,Saison,Classique,Stillwater Artisanal Ales,United States,4.5,3.84,125,413,Active,Classique Stillwater Artisanal Ales,18,34,16,21,71,78,1,65,62,34,45
Pale Ales,Saison,Art,Hill Farmstead Brewery,United States,6.5,4.52,95,441,Active,Art Hill Farmstead Brewery,27,19,4,17,28,47,3,59,22,23,21
Pale Ales,Saison,Lil' Opal,Firestone Walker Brewing Co.,United States,4.3,3.97,74,435,Active,Lil' Opal Firestone Walker Brewing Co.,15,29,8,9,31,66,0,47,18,6,9
Pale Ales,Saison,Yards Saison,Yards Brewing Co.,United States,6.5,3.55,212,296,Active,Yards Saison Yards Brewing Co.,37,39,10,11,45,144,2,101,23,17,13
Pale Ales,Saison,Saison D'Erpe-Mere,KleinBrouwerij De Glazen Toren,Belgium,6.5,4.11,230,269,Active,Saison D'Erpe-Mere KleinBrouwerij De Glazen Toren,19,24,10,14,16,29,0,28,15,28,15
Pale Ales,Saison,Monkey King,New Holland Brewing Company,United States,6.6,3.58,79,420,Active,Monkey King New Holland Brewing Company,19,34,14,22,38,58,2,63,45,34,36
Pale Ales,Saison,Seizoen,Logsdon Farmhouse Ales,United States,7.5,4.05,120,370,Active,Seizoen Logsdon Farmhouse Ales,14,21,11,10,31,52,0,49,12,36,17
Pale Ales,Saison,Arctic Soirée,Grassroots Brewing,United States,6,3.89,69,417,Active,Arctic Soirée Grassroots Brewing,25,30,10,25,36,56,1,55,38,26,23
Pale Ales,Saison,Edith,Hill Farmstead Brewery,United States,6,4.08,71,414,Active,Edith Hill Farmstead Brewery,21,20,10,17,27,111,3,91,54,15,14
Pale Ales,Saison,Sour Apple Saison,Epic Brewing Company,United States,8.1,3.53,144,339,Active,Sour Apple Saison Epic Brewing Company,20,43,2,14,49,84,1,63,19,5,45
Pale Ales,Saison,Oak Aged Bretta,Logsdon Farmhouse Ales,United States,8,4.25,70,410,Active,Oak Aged Bretta Logsdon Farmhouse Ales,14,25,13,6,38,60,0,45,15,46,21
Pale Ales,Saison,Atalanta,Orpheus Brewing,United States,5.25,4.05,71,406,Active,Atalanta Orpheus Brewing,31,19,14,12,28,78,1,56,19,9,14
Pale Ales,Saison,Bretticent,Wicked Weed Brewing,United States,6.5,3.82,63,406,Active,Bretticent Wicked Weed Brewing,25,16,9,9,34,92,8,72,10,16,35
Pale Ales,Saison,Sofie Paradisi,Goose Island Beer Co.,United States,6.7,4.22,43,423,Active,Sofie Paradisi Goose Island Beer Co.,17,22,8,12,29,62,1,51,18,4,12
Pale Ales,Saison,Elder Brett,Epic Brewing Company,United States,9,4.04,108,355,Active,Elder Brett Epic Brewing Company,31,40,13,28,130,132,0,172,19,10,16
Pale Ales,Saison,Snörkel,Jester King Brewery,United States,4.3,3.88,75,383,Active,Snörkel Jester King Brewery,15,27,14,17,41,67,3,48,23,12,29
Pale Ales,Saison,Brett C. Ale,Prairie Artisan Ales,United States,8.1,4.1,86,368,Active,Brett C. Ale Prairie Artisan Ales,30,28,26,5,18,103,26,56,25,13,31
Pale Ales,Saison,À Tout Le Monde,Unibroue,Canada,4.5,3.82,160,292,Active,À Tout Le Monde Unibroue,38,41,7,51,57,138,21,103,48,14,29
Pale Ales,Saison,Abricot Du Fermier,Side Project Brewing,United States,8,4.59,48,395,Active,Abricot Du Fermier Side Project Brewing,25,33,17,18,52,63,1,83,42,32,32
Pale Ales,Saison,Ann,Hill Farmstead Brewery,United States,6.5,4.62,90,345,Active,Ann Hill Farmstead Brewery,38,40,17,6,91,131,0,122,17,11,21
Pale Ales,Saison,Westly,Sante Adairius Rustic Ales,United States,8.5,4.66,51,384,Active,Westly Sante Adairius Rustic Ales,11,36,6,11,39,52,0,36,25,4,26
Pale Ales,Saison,Saison,Casey Brewing & Blending,United States,5.5,4.34,45,380,Active,Saison Casey Brewing & Blending,24,15,5,4,63,101,0,84,2,3,4
Pale Ales,Saison,Nectarine Premiere,de Garde Brewing,United States,7.1,4.62,51,352,Active,Nectarine Premiere de Garde Brewing,33,18,12,16,37,101,6,68,26,16,21
Pale Ales,Saison,Biere Du Pays,Side Project Brewing,United States,4,4.32,57,333,Active,Biere Du Pays Side Project Brewing,14,20,8,5,62,98,3,83,8,1,14
Pale Ales,Saison,Provenance - Orange And Grapefruit,Jester King Brewery,United States,5.6,3.95,34,354,Active,Provenance - Orange And Grapefruit Jester King Brewery,63,39,23,13,46,149,3,85,23,11,31
Pale Ales,Saison,Flora Plum,Hill Farmstead Brewery,United States,5,4.6,55,331,Active,Flora Plum Hill Farmstead Brewery,22,27,17,33,56,105,3,105,26,11,22
Pale Ales,Saison,Fantôme Brise-BonBons,Brasserie Fantôme,Belgium,8,4.05,189,196,Active,Fantôme Brise-BonBons Brasserie Fantôme,43,21,13,6,57,100,1,109,24,5,15
Pale Ales,Saison,Provenance - Lemon And Lime,Jester King Brewery,United States,6,4.0,33,352,Active,Provenance - Lemon And Lime Jester King Brewery,19,33,16,53,41,78,3,64,72,26,34
Pale Ales,Saison,Blue Moon Farmhouse Red Ale,Blue Moon Brewing Company,United States,5.4,3.14,47,327,Active,Blue Moon Farmhouse Red Ale Blue Moon Brewing Company,26,19,16,22,16,165,3,114,14,10,18
Pale Ales,Saison,Fantôme Chocolat,Brasserie Fantôme,Belgium,8,3.74,239,129,Active,Fantôme Chocolat Brasserie Fantôme,13,29,8,3,25,35,0,17,7,8,16
Pale Ales,Saison,Bière De Miel Biologique,Brasserie Dupont sprl,Belgium,8,3.89,186,176,Active,Bière De Miel Biologique Brasserie Dupont sprl,17,74,20,37,42,72,0,44,17,59,61
Pale Ales,Saison,Classic Saison,Blackberry Farm Brewery,United States,6.3,4.07,98,264,Active,Classic Saison Blackberry Farm Brewery,22,35,19,12,85,34,0,34,37,12,78
Pale Ales,Saison,Duchessic Ale,Birra Del Borgo,Italy,5.9,4.15,108,242,Active,Duchessic Ale Birra Del Borgo,34,35,14,38,42,58,3,73,55,41,40
Pale Ales,Saison,Perzik Saison,Avery Brewing Company,United States,6.4,3.72,84,265,Active,Perzik Saison Avery Brewing Company,41,33,10,14,46,153,0,81,34,9,28
Pale Ales,Saison,Saison VOS,Sly Fox Brewing Company,United States,6.9,3.89,169,177,Active,Saison VOS Sly Fox Brewing Company,22,45,7,9,71,72,2,111,26,33,34
Pale Ales,Saison,Fantôme Magic Ghost,Brasserie Fantôme,Belgium,8,4.1,134,209,Active,Fantôme Magic Ghost Brasserie Fantôme,28,36,15,34,60,70,1,83,58,33,30
Pale Ales,Saison,Four (#4),Upright Brewing Company,United States,4.5,3.92,109,231,Active,Four (#4) Upright Brewing Company,24,43,16,19,30,49,0,42,78,22,15
Pale Ales,Saison,Calabaza Boreal,Anchorage Brewing Company,United States,7,4.16,64,275,Active,Calabaza Boreal Anchorage Brewing Company,29,36,17,26,37,53,4,59,48,16,40
Pale Ales,Saison,La Moneuse,Brasserie de Blaugies,Belgium,8,4.09,155,180,Active,La Moneuse Brasserie de Blaugies,28,36,10,47,97,130,2,127,42,26,19
Pale Ales,Saison,SaisonHands,Tired Hands Brewing Company,United States,4.8,4.01,34,298,Active,SaisonHands Tired Hands Brewing Company,13,37,20,19,61,60,0,67,40,45,62
Pale Ales,Saison,Puck The Beer,North Coast Brewing Co.,United States,4,3.59,89,240,Active,Puck The Beer North Coast Brewing Co.,29,22,6,8,28,75,0,56,13,5,20
Pale Ales,Saison,Urthel Saisonnière,De Leyerth Brouwerijen (Urthel),Belgium,6,3.83,159,167,Active,Urthel Saisonnière De Leyerth Brouwerijen (Urthel),27,24,6,26,37,28,0,40,43,6,26
Pale Ales,Saison,Petit Desay,de Garde Brewing,United States,5,4.23,31,290,Active,Petit Desay de Garde Brewing,30,24,16,30,43,46,0,43,58,19,39
Pale Ales,Saison,Framboise Du Fermier,Side Project Brewing,United States,8,4.65,48,269,Active,Framboise Du Fermier Side Project Brewing,53,28,16,21,55,173,0,108,18,6,21
Pale Ales,Saison,Shambolic,Tired Hands Brewing Company,United States,6.5,4.18,53,260,Active,Shambolic Tired Hands Brewing Company,27,28,6,0,63,64,1,62,3,0,11
Pale Ales,Saison,Mosaic Saison,Anchorage Brewing Company,United States,6.5,4.14,75,235,Active,Mosaic Saison Anchorage Brewing Company,50,32,9,43,56,149,0,116,67,17,17
Pale Ales,Saison,Saison D'Epeautre,Brasserie de Blaugies,Belgium,6,4.02,148,154,Active,Saison D'Epeautre Brasserie de Blaugies,27,29,13,44,34,95,3,73,62,20,21
Pale Ales,Saison,East Bank,Casey Brewing & Blending,United States,6.5,4.31,39,262,Active,East Bank Casey Brewing & Blending,27,41,17,58,42,52,0,56,96,38,69
Pale Ales,Saison,Saison De Dottignies,Brouwerij Brasserie De Ranke,Belgium,5.5,3.86,124,176,Active,Saison De Dottignies Brouwerij Brasserie De Ranke,53,49,27,31,58,73,1,78,47,41,91
Pale Ales,Saison,Appreciation,Sante Adairius Rustic Ales,United States,7.3,4.44,35,265,Active,Appreciation Sante Adairius Rustic Ales,33,33,15,21,48,100,1,67,19,12,42
Pale Ales,Saison,Saison Du Tracteur,Le Trou Du Diable,Canada,6,3.97,77,215,Active,Saison Du Tracteur Le Trou Du Diable,38,27,6,5,81,97,0,82,12,4,6
Pale Ales,Saison,Fantôme Dark White,Brasserie Fantôme,Belgium,4.5,3.92,160,132,Active,Fantôme Dark White Brasserie Fantôme,24,30,21,35,51,77,2,83,48,31,50
Pale Ales,Saison,Sankt Hans Amber Saison,Grassroots Brewing,United States,5.4,4.01,53,238,Active,Sankt Hans Amber Saison Grassroots Brewing,18,61,19,35,96,105,0,110,52,84,60
Pale Ales,Saison,Barrel-Aged Farmhouse Pale Ale (BAFPA),Oxbow Brewing Company,United States,6.5,4.27,58,231,Active,Barrel-Aged Farmhouse Pale Ale (BAFPA) Oxbow Brewing Company,15,22,8,8,29,66,1,50,22,11,28
Pale Ales,Saison,Flora - Blueberry,Hill Farmstead Brewery,United States,5,4.49,33,253,Retired,Flora - Blueberry Hill Farmstead Brewery,33,30,13,19,54,120,2,90,44,19,28
Pale Ales,Saison,Colorado Wild Sage Mountain Saison,Crooked Stave Artisan Beer Project,United States,7.2,4.0,55,220,Active,Colorado Wild Sage Mountain Saison Crooked Stave Artisan Beer Project,35,29,16,8,102,98,1,108,26,7,15
Pale Ales,Saison,Dorothy (Wine Barrel Aged),Hill Farmstead Brewery,United States,7,4.53,33,239,Active,Dorothy (Wine Barrel Aged) Hill Farmstead Brewery,27,15,16,21,16,71,4,48,73,9,16
Pale Ales,Saison,Encendía,Jester King Brewery,United States,11.1,4.11,22,249,Active,Encendía Jester King Brewery,26,18,5,35,32,85,0,68,35,4,9
Pale Ales,Saison,Saison De Pipaix,Brasserie à Vapeur,Belgium,6,3.71,170,96,Active,Saison De Pipaix Brasserie à Vapeur,27,47,49,6,38,97,0,53,14,48,21
Pale Ales,Saison,Free Rise - Citra Dry Hopped Saison,Trillium Brewing Company,United States,7.3,4.03,43,217,Active,Free Rise - Citra Dry Hopped Saison Trillium Brewing Company,17,41,19,22,41,92,1,77,40,34,16
Pale Ales,Saison,Bière Darbyste,Brasserie de Blaugies,Belgium,5.8,3.84,119,140,Active,Bière Darbyste Brasserie de Blaugies,37,25,11,49,32,68,3,78,66,30,42
Pale Ales,Saison,Tempus,OEC Brewing (Ordinem Ecentrici Coctores),United States,5.9,4.17,28,225,Active,Tempus OEC Brewing (Ordinem Ecentrici Coctores),22,30,11,13,90,78,0,100,21,19,40
Pale Ales,Saison,Fruit Stand - Montmorency Cherry,Casey Brewing & Blending,United States,5.5,4.27,39,213,Active,Fruit Stand - Montmorency Cherry Casey Brewing & Blending,36,36,8,9,48,129,1,79,12,6,14
Pale Ales,Saison,Celia Saison,Ipswich Ale Brewery,United States,6.5,3.2,82,169,Active,Celia Saison Ipswich Ale Brewery,28,25,2,7,33,110,1,95,7,2,8
Pale Ales,Saison,Ourison,Tired Hands Brewing Company,United States,4.8,4.22,59,190,Active,Ourison Tired Hands Brewing Company,15,42,14,27,20,56,1,52,27,26,20
Pale Ales,Saison,Isseki Nicho,Brasserie Dieu du Ciel!,Canada,9.5,3.96,79,169,Active,Isseki Nicho Brasserie Dieu du Ciel!,17,23,12,12,21,92,1,51,25,9,12
Pale Ales,Saison,Leaner,Casey Brewing & Blending,United States,8,4.57,29,212,Active,Leaner Casey Brewing & Blending,10,62,8,50,52,35,0,36,31,30,82
Pale Ales,Saison,Century Ale Brett Saison,Allagash Brewing Company,United States,8,4.14,52,188,Active,Century Ale Brett Saison Allagash Brewing Company,23,21,4,2,34,75,1,78,3,1,9
Pale Ales,Saison,Farmhouse Noir,Sante Adairius Rustic Ales,United States,7.7,4.1,23,213,Active,Farmhouse Noir Sante Adairius Rustic Ales,33,30,21,29,43,156,10,93,44,13,44
Pale Ales,Saison,Blonde De Chambly,Unibroue,Canada,5,3.83,81,152,Active,Blonde De Chambly Unibroue,16,28,4,9,19,66,1,29,3,4,30
Pale Ales,Saison,Extra Dry,Stillwater Artisanal Ales,United States,4.2,3.88,72,161,Active,Extra Dry Stillwater Artisanal Ales,20,20,13,20,34,42,2,47,27,23,31
Pale Ales,Saison,Prairie-Vous Francais,Prairie Artisan Ales,United States,3.9,3.97,60,172,Active,Prairie-Vous Francais Prairie Artisan Ales,34,23,13,23,16,44,0,48,37,9,28
Pale Ales,Saison,Bière De Provence,Dogfish Head Craft Brewery,United States,8.3,3.8,70,162,Active,Bière De Provence Dogfish Head Craft Brewery,33,41,16,21,27,102,2,60,55,22,42
Pale Ales,Saison,La Ferme Urbaine,Foolproof Brewing Company,United States,7.8,3.84,35,196,Active,La Ferme Urbaine Foolproof Brewing Company,15,45,22,9,32,27,0,32,85,41,32
Pale Ales,Saison,Zaison,Brewery Vivant,United States,10.5,3.67,59,171,Active,Zaison Brewery Vivant,12,18,15,11,24,33,1,30,19,21,37
Pale Ales,Saison,Figlet,Jester King Brewery,United States,6.2,3.81,37,192,Active,Figlet Jester King Brewery,11,34,34,25,46,86,3,96,23,51,37
Pale Ales,Saison,Peche Du Fermier,Side Project Brewing,United States,8,4.51,25,203,Active,Peche Du Fermier Side Project Brewing,27,19,9,9,44,75,0,58,15,27,7
Pale Ales,Saison,Apricot Au Poivre Saison - Reserve Series Aged In Chardonnay Barrels,Nebraska Brewing Company Production Brewery & Tap Room,United States,6.8,3.88,63,163,Active,Apricot Au Poivre Saison - Reserve Series Aged In Chardonnay Barrels Nebraska Brewing Company Production Brewery & Tap Room,33,16,8,4,37,100,1,96,11,11,10
Pale Ales,Saison,Le Saisonnier,Side Project Brewing,United States,5,4.24,34,191,Active,Le Saisonnier Side Project Brewing,33,59,17,17,100,95,0,111,9,44,24
Pale Ales,Saison,Brettaberry,Wicked Weed Brewing,United States,5.5,4.04,36,188,Active,Brettaberry Wicked Weed Brewing,53,44,18,26,60,137,3,113,48,20,35
Pale Ales,Saison,Flora Blueberry/Black Currant/Raspberry,Hill Farmstead Brewery,United States,Not listed,4.41,35,187,Active,Flora Blueberry/Black Currant/Raspberry Hill Farmstead Brewery,36,32,23,11,137,98,1,113,6,4,44
Pale Ales,Saison,Foudreweizen,Jester King Brewery,United States,5.6,4.35,38,183,Active,Foudreweizen Jester King Brewery,14,11,6,3,76,79,0,78,7,6,8
Pale Ales,Saison,Wanderlust,Foundation Brewing Company,United States,4.5,3.97,29,190,Active,Wanderlust Foundation Brewing Company,33,36,39,15,14,142,0,87,14,10,34
Pale Ales,Saison,Saison Imperiale - Belgian Farmhouse Ale,De Proefbrouwerij (bvba Andelot),Belgium,8.5,3.81,170,48,Active,Saison Imperiale - Belgian Farmhouse Ale De Proefbrouwerij (bvba Andelot),26,27,16,45,60,70,3,118,73,36,48
Pale Ales,Saison,Saison De Silly,Brasserie de Silly S.A.,Belgium,5.3,3.33,128,85,Active,Saison De Silly Brasserie de Silly S.A.,15,45,26,23,85,69,0,80,33,26,83
Pale Ales,Saison,Americana,Prairie Artisan Ales,United States,7,4.07,46,167,Active,Americana Prairie Artisan Ales,9,24,4,14,51,29,2,28,17,1,40
Pale Ales,Saison,Nuova Mattina,Birrificio Del Ducato,Italy,5,3.88,101,106,Active,Nuova Mattina Birrificio Del Ducato,21,33,13,28,42,99,3,92,67,19,27
Pale Ales,Saison,Flora Rustica,Upright Brewing Company,United States,5.1,4.04,67,139,Active,Flora Rustica Upright Brewing Company,17,55,31,23,26,46,0,40,60,59,33
Pale Ales,Saison,Crossfade,Oxbow Brewing Company,United States,5,4.05,57,146,Active,Crossfade Oxbow Brewing Company,25,37,10,26,18,38,0,28,105,19,17
Pale Ales,Saison,Four Play,Upright Brewing Company,United States,5,4.29,62,139,Active,Four Play Upright Brewing Company,31,33,14,28,46,94,5,81,51,21,39
Pale Ales,Saison,Kollaborationsbier,Jester King Brewery,United States,4.2,3.77,34,165,Active,Kollaborationsbier Jester King Brewery,22,19,11,12,48,109,0,85,13,6,9
Pale Ales,Saison,Saison Sauvin,8 Wired Brewing Co.,New Zealand,7,3.9,75,124,Active,Saison Sauvin 8 Wired Brewing Co.,25,23,27,29,27,94,2,67,53,13,29
Pale Ales,Saison,Saison Voisin,Brasserie Des Légendes,Belgium,5,3.34,148,49,Active,Saison Voisin Brasserie Des Légendes,26,39,8,31,56,61,0,82,49,23,22
Pale Ales,Saison,Table Dorothy,Hill Farmstead Brewery,United States,4.5,4.21,37,156,Active,Table Dorothy Hill Farmstead Brewery,20,43,7,23,55,55,1,58,42,19,28
Pale Ales,Saison,Apricot Stonington,Trillium Brewing Company,United States,7.5,4.38,33,159,Active,Apricot Stonington Trillium Brewing Company,37,31,9,30,29,87,2,71,73,11,20
Pale Ales,Saison,Cerveza Sin Frontera,Jester King Brewery,United States,6.4,4.17,25,167,Active,Cerveza Sin Frontera Jester King Brewery,41,30,14,4,84,140,0,118,18,4,21
Pale Ales,Saison,Eroica,Lagunitas Brewing Company,United States,7,3.88,58,133,Active,Eroica Lagunitas Brewing Company,25,32,15,4,46,96,2,61,8,7,33
Pale Ales,Saison,Snowball Saison Ale,To Øl,Denmark,8,3.91,66,123,Active,Snowball Saison Ale To Øl,32,40,16,15,69,141,0,96,26,20,49
Pale Ales,Saison,Fantôme Strange Ghost,Brasserie Fantôme,Belgium,8,3.91,126,60,Active,Fantôme Strange Ghost Brasserie Fantôme,28,30,20,43,28,43,2,44,53,23,28
Pale Ales,Saison,1/2 Ale - Session Saison,Brooklyn Brewery,United States,3.4,3.57,48,138,Active,1/2 Ale - Session Saison Brooklyn Brewery,17,58,21,13,106,116,0,100,78,59,38
Pale Ales,Saison,Farmer Wave,Hill Farmstead Brewery,United States,6,4.3,33,151,Active,Farmer Wave Hill Farmstead Brewery,30,27,9,39,30,61,2,62,46,15,18
Pale Ales,Saison,Lineage Rye,Trillium Brewing Company,United States,6.9,4.16,21,163,Active,Lineage Rye Trillium Brewing Company,27,21,8,21,16,114,10,74,25,5,20
Pale Ales,Saison,Pyrus Saison,4 Hands Brewing Co.,United States,6.3,3.69,33,150,Active,Pyrus Saison 4 Hands Brewing Co.,31,32,8,7,48,120,3,69,19,21,47
Pale Ales,Saison,Fantôme Saison D'Erezée - Été,Brasserie Fantôme,Belgium,8,4.16,106,75,Active,Fantôme Saison D'Erezée - Été Brasserie Fantôme,6,28,22,25,46,64,3,115,23,47,34
Pale Ales,Saison,Fantôme La Dalmatienne (Light),Brasserie Fantôme,Belgium,8,4.01,108,72,Active,Fantôme La Dalmatienne (Light) Brasserie Fantôme,24,32,16,22,24,80,1,83,62,23,27
Pale Ales,Saison,Lemongrass Saison,Maui Brewing Co.,United States,5,3.65,50,130,Active,Lemongrass Saison Maui Brewing Co.,18,31,11,19,68,101,0,87,19,25,29
Pale Ales,Saison,Space Monkey,Allentown Brew Works,United States,7,3.43,58,120,Active,Space Monkey Allentown Brew Works,19,33,14,26,40,68,1,61,43,15,31
Pale Ales,Saison,Canvas Series: Bombadile,Wicked Weed Brewing,United States,4.2,4.23,33,142,Active,Canvas Series: Bombadile Wicked Weed Brewing,10,30,9,5,74,46,0,64,9,8,14
Pale Ales,Saison,La Bonte - Plum,Wicked Weed Brewing,United States,6.5,4.04,32,136,Active,La Bonte - Plum Wicked Weed Brewing,34,28,11,12,94,114,0,101,14,7,9
Pale Ales,Saison,IV,Brasserie de Jandrain-Jandrenouille,Belgium,6.5,3.88,68,98,Active,IV Brasserie de Jandrain-Jandrenouille,61,45,29,26,91,207,7,190,29,19,44
Pale Ales,Saison,Garçon De Ferme,Wicked Weed Brewing,United States,6.2,4.19,33,129,Active,Garçon De Ferme Wicked Weed Brewing,44,43,10,57,75,72,1,86,93,26,41
Pale Ales,Saison,Marietta Ave,Side Project Brewing,United States,6,4.04,21,141,Active,Marietta Ave Side Project Brewing,36,24,14,9,32,115,0,96,14,3,20
Pale Ales,Saison,Fille De Ferme,Wicked Weed Brewing,United States,4.2,4.11,39,123,Active,Fille De Ferme Wicked Weed Brewing,28,34,9,43,24,64,0,46,69,5,6
Pale Ales,Saison,La Moneuse Spéciale Noël,Brasserie de Blaugies,Belgium,8,3.86,105,56,Active,La Moneuse Spéciale Noël Brasserie de Blaugies,30,24,6,28,37,131,1,77,33,4,30
Pale Ales,Saison,Steeped Emperor's Lemon Saison,Moody Tongue Brewing Company,United States,6.3,3.78,36,124,Active,Steeped Emperor's Lemon Saison Moody Tongue Brewing Company,35,50,28,25,96,100,0,115,39,58,74
Pale Ales,Saison,Walloon,Southern Star Brewing Company,United States,5.5,3.65,33,126,Active,Walloon Southern Star Brewing Company,22,37,9,24,23,95,3,78,26,16,25
Pale Ales,Saison,Universal Friend,Modern Times Beer,United States,7.2,3.81,25,132,Active,Universal Friend Modern Times Beer,20,25,10,23,24,46,1,49,28,25,26
Pale Ales,Saison,Free Rise,Trillium Brewing Company,United States,7.3,4.06,22,133,Active,Free Rise Trillium Brewing Company,12,26,13,11,49,30,0,51,19,13,20
Pale Ales,Saison,Beach House Ale,Green Flash Brewing Co.,United States,4.5,3.81,75,77,Active,Beach House Ale Green Flash Brewing Co.,19,27,15,17,23,40,1,44,22,33,35
Pale Ales,Saison,Thumbprint Spotted Cow Grand Cru,New Glarus Brewing Company,United States,8.5,4.02,44,107,Active,Thumbprint Spotted Cow Grand Cru New Glarus Brewing Company,23,29,12,29,17,47,3,55,34,34,27
Pale Ales,Saison,Alter Ego,Smartmouth Brewing Company,United States,6.2,3.79,35,115,Active,Alter Ego Smartmouth Brewing Company,27,49,17,12,40,65,1,66,38,28,38
Pale Ales,Saison,La Blonde D'Esquelbecq / Thiriez Blonde,Brasserie Thiriez,France,6.5,4.0,85,65,Active,La Blonde D'Esquelbecq / Thiriez Blonde Brasserie Thiriez,16,26,14,6,28,37,0,40,10,30,14
Pale Ales,Saison,Fruit Stand - Blackberry,Casey Brewing & Blending,United States,5.5,4.27,21,129,Active,Fruit Stand - Blackberry Casey Brewing & Blending,31,39,12,49,57,69,0,60,86,25,39
Pale Ales,Saison,Lazy Mutt Farmhouse Ale,Minhas Craft Brewery,United States,5,2.39,91,58,Active,Lazy Mutt Farmhouse Ale Minhas Craft Brewery,34,25,3,1,78,95,2,89,2,1,6
Pale Ales,Saison,Liopard Oir,Lavery Brewing Company,United States,4.8,3.82,42,107,Active,Liopard Oir Lavery Brewing Company,4,26,7,8,22,15,0,20,7,8,24
Pale Ales,Saison,Molten Mirrors,3 Floyds Brewing Co.,United States,6.6,4.24,28,119,Active,Molten Mirrors 3 Floyds Brewing Co.,25,23,6,18,45,64,4,60,26,14,19
Pale Ales,Saison,Utah Sage Saison,Epic Brewing Company,United States,7.5,3.91,40,107,Active,Utah Sage Saison Epic Brewing Company,16,23,7,6,55,88,2,107,4,6,14
Pale Ales,Saison,Booyah,Milwaukee Brewing Company,United States,6.5,3.37,29,116,Active,Booyah Milwaukee Brewing Company,30,43,21,30,36,55,2,59,127,40,31
Pale Ales,Saison,Springhouse,Alewerks Brewing Company,United States,8,3.57,53,92,Active,Springhouse Alewerks Brewing Company,10,23,13,8,47,51,0,58,11,19,26
Pale Ales,Saison,Twist,Prairie Artisan Ales,United States,5.8,4.01,40,104,Active,Twist Prairie Artisan Ales,17,36,23,35,69,91,5,99,56,17,45
Pale Ales,Saison,Sticky Drippy Crystals,Tired Hands Brewing Company,United States,4.8,4.23,24,118,Active,Sticky Drippy Crystals Tired Hands Brewing Company,51,41,16,44,56,138,3,123,49,17,27
Pale Ales,Saison,Philosophizer,Adelbert's Brewery,United States,7.8,3.8,23,118,Active,Philosophizer Adelbert's Brewery,24,27,17,23,97,125,0,80,34,11,55
Pale Ales,Saison,Spring Street Saison,Avondale Brewing Co.,United States,7.2,3.84,23,115,Active,Spring Street Saison Avondale Brewing Co.,16,28,27,13,53,64,3,73,19,49,45
Pale Ales,Saison,Saison 1858,Brasserie Du Bocq,Belgium,6.4,3.89,47,89,Active,Saison 1858 Brasserie Du Bocq,18,19,10,13,37,36,0,36,20,23,27
Pale Ales,Saison,Wayan,Birra Baladin,Italy,5.8,3.77,56,76,Active,Wayan Birra Baladin,20,42,13,18,40,52,4,69,54,27,47
Pale Ales,Saison,"Whatever, Nevermind",Tired Hands Brewing Company,United States,8.1,4.01,20,110,Active,"Whatever, Nevermind Tired Hands Brewing Company",14,39,14,19,55,66,2,71,35,38,26
